,hypo_sid,judge_sid,length,judgement,trace_key,task_id
1281,82,85,4,reject,set_a/task2/trace_027,2
1282,92,94,3,reject,set_a/task2/trace_027,2
1283,106,108,3,reject,set_a/task2/trace_027,2
1284,109,110,2,reject,set_a/task2/trace_027,2
1285,114,116,3,reject,set_a/task2/trace_027,2
1286,124,125,2,reject,set_a/task2/trace_027,2
1287,126,127,2,reject,set_a/task2/trace_027,2
1288,132,134,3,reject,set_a/task2/trace_027,2
1289,135,138,4,reject,set_a/task2/trace_027,2
1290,139,140,2,reject,set_a/task2/trace_027,2
1291,144,145,2,reject,set_a/task2/trace_027,2
1292,146,147,2,reject,set_a/task2/trace_027,2
1293,148,150,3,reject,set_a/task2/trace_027,2
1294,155,156,2,reject,set_a/task2/trace_027,2
1295,157,158,2,reject,set_a/task2/trace_027,2
1296,159,161,3,reject,set_a/task2/trace_027,2
1297,171,173,3,reject,set_a/task2/trace_027,2
1298,179,181,3,reject,set_a/task2/trace_027,2
1299,186,187,2,reject,set_a/task2/trace_027,2
1300,32,33,2,reject,set_a/task2/trace_028,2
1301,35,39,5,accept,set_a/task2/trace_028,2
1302,41,43,3,reject,set_a/task2/trace_028,2
1303,45,47,3,reject,set_a/task2/trace_028,2
1304,48,54,7,reject,set_a/task2/trace_028,2
1305,55,62,8,uncertain,set_a/task2/trace_028,2
1306,68,70,3,reject,set_a/task2/trace_028,2
1307,71,72,2,accept,set_a/task2/trace_028,2
1308,16,19,4,reject,set_a/task2/trace_029,2
1309,38,40,3,uncertain,set_a/task2/trace_029,2
1310,51,52,2,reject,set_a/task2/trace_029,2
1311,53,57,5,uncertain,set_a/task2/trace_029,2
1312,64,69,6,reject,set_a/task2/trace_029,2
1313,74,76,3,reject,set_a/task2/trace_029,2
1314,95,96,2,reject,set_a/task2/trace_029,2
1315,107,109,3,reject,set_a/task2/trace_029,2
1316,110,113,4,reject,set_a/task2/trace_029,2
1317,114,115,2,reject,set_a/task2/trace_029,2
1318,119,120,2,reject,set_a/task2/trace_029,2
1319,126,127,2,uncertain,set_a/task2/trace_029,2
1320,128,134,7,reject,set_a/task2/trace_029,2
1321,136,138,3,reject,set_a/task2/trace_029,2
1322,145,146,2,reject,set_a/task2/trace_029,2
1323,147,148,2,reject,set_a/task2/trace_029,2
1324,149,150,2,reject,set_a/task2/trace_029,2
1325,151,154,4,reject,set_a/task2/trace_029,2
1326,162,163,2,uncertain,set_a/task2/trace_029,2
1327,168,171,4,reject,set_a/task2/trace_029,2
1328,172,173,2,reject,set_a/task2/trace_029,2
1329,177,178,2,reject,set_a/task2/trace_029,2
1330,180,183,4,reject,set_a/task2/trace_029,2
1331,184,187,4,reject,set_a/task2/trace_029,2
1332,193,194,2,reject,set_a/task2/trace_029,2
1333,195,196,2,reject,set_a/task2/trace_029,2
1334,21,22,2,uncertain,set_a/task2/trace_030,2
1335,52,55,4,accept,set_a/task2/trace_030,2
1336,62,76,15,reject,set_a/task2/trace_030,2
1337,88,89,2,reject,set_a/task2/trace_030,2
1338,98,106,9,uncertain,set_a/task2/trace_030,2
1339,107,110,4,uncertain,set_a/task2/trace_030,2
1340,111,124,14,reject,set_a/task2/trace_030,2
1341,125,132,8,uncertain,set_a/task2/trace_030,2
1342,133,135,3,reject,set_a/task2/trace_030,2
1343,136,139,4,accept,set_a/task2/trace_030,2
1344,145,148,4,reject,set_a/task2/trace_030,2
1345,153,154,2,reject,set_a/task2/trace_030,2
1346,155,160,6,uncertain,set_a/task2/trace_030,2
1347,161,162,2,uncertain,set_a/task2/trace_030,2
1348,167,168,2,reject,set_a/task2/trace_030,2
1349,176,177,2,uncertain,set_a/task2/trace_030,2
1350,178,181,4,accept,set_a/task2/trace_030,2
1351,185,186,2,reject,set_a/task2/trace_030,2
1352,188,190,3,reject,set_a/task2/trace_030,2
1353,70,71,2,uncertain,set_a/task2/trace_031,2
1354,74,79,6,reject,set_a/task2/trace_031,2
1355,102,106,5,accept,set_a/task2/trace_031,2
1356,131,139,9,reject,set_a/task2/trace_031,2
1357,14,15,2,uncertain,set_a/task2/trace_032,2
1358,25,29,5,uncertain,set_a/task2/trace_032,2
1359,31,35,5,reject,set_a/task2/trace_032,2
1360,40,44,5,uncertain,set_a/task2/trace_032,2
1361,51,53,3,reject,set_a/task2/trace_032,2
1362,56,59,4,reject,set_a/task2/trace_032,2
1363,62,64,3,reject,set_a/task2/trace_032,2
1364,73,75,3,reject,set_a/task2/trace_032,2
1365,78,80,3,reject,set_a/task2/trace_032,2
1366,82,88,7,reject,set_a/task2/trace_032,2
1367,94,96,3,reject,set_a/task2/trace_032,2
1368,100,101,2,uncertain,set_a/task2/trace_032,2
1369,102,107,6,reject,set_a/task2/trace_032,2
1370,115,116,2,reject,set_a/task2/trace_032,2
1371,127,128,2,accept,set_a/task2/trace_032,2
1372,131,132,2,accept,set_a/task2/trace_032,2
1373,135,138,4,reject,set_a/task2/trace_032,2
1374,141,142,2,accept,set_a/task2/trace_032,2
1375,145,148,4,reject,set_a/task2/trace_032,2
1376,149,150,2,uncertain,set_a/task2/trace_032,2
1377,152,156,5,reject,set_a/task2/trace_032,2
1378,160,161,2,uncertain,set_a/task2/trace_032,2
1379,162,165,4,reject,set_a/task2/trace_032,2
1380,166,169,4,accept,set_a/task2/trace_032,2
1381,170,175,6,reject,set_a/task2/trace_032,2
1382,177,181,5,reject,set_a/task2/trace_032,2
1383,182,187,6,reject,set_a/task2/trace_032,2
1384,190,192,3,reject,set_a/task2/trace_032,2
1385,196,199,4,reject,set_a/task2/trace_032,2
1386,200,203,4,reject,set_a/task2/trace_032,2
1387,204,210,7,uncertain,set_a/task2/trace_032,2
1388,211,217,7,reject,set_a/task2/trace_032,2
1389,218,222,5,reject,set_a/task2/trace_032,2
1390,223,230,8,reject,set_a/task2/trace_032,2
1391,231,243,13,reject,set_a/task2/trace_032,2
1392,244,248,5,reject,set_a/task2/trace_032,2
1393,249,252,4,reject,set_a/task2/trace_032,2
1394,253,256,4,reject,set_a/task2/trace_032,2
1395,257,258,2,uncertain,set_a/task2/trace_032,2
1396,264,266,3,reject,set_a/task2/trace_032,2
1397,267,268,2,reject,set_a/task2/trace_032,2
1398,272,275,4,reject,set_a/task2/trace_032,2
1399,276,279,4,accept,set_a/task2/trace_032,2
1400,284,288,5,reject,set_a/task2/trace_032,2
1401,8,10,3,reject,set_a/task2/trace_033,2
1402,19,21,3,reject,set_a/task2/trace_033,2
1403,26,28,3,reject,set_a/task2/trace_033,2
1404,30,40,11,reject,set_a/task2/trace_033,2
1405,49,54,6,reject,set_a/task2/trace_033,2
1406,77,91,15,reject,set_a/task2/trace_033,2
1407,94,99,6,uncertain,set_a/task2/trace_033,2
1408,100,102,3,reject,set_a/task2/trace_033,2
1409,103,107,5,reject,set_a/task2/trace_033,2
1410,108,112,5,reject,set_a/task2/trace_033,2
1411,113,119,7,reject,set_a/task2/trace_033,2
1412,134,137,4,reject,set_a/task2/trace_033,2
1413,138,145,8,reject,set_a/task2/trace_033,2
1414,146,148,3,reject,set_a/task2/trace_033,2
1415,149,152,4,reject,set_a/task2/trace_033,2
1416,157,160,4,uncertain,set_a/task2/trace_033,2
1417,161,165,5,uncertain,set_a/task2/trace_033,2
1418,169,171,3,reject,set_a/task2/trace_033,2
1419,176,180,5,reject,set_a/task2/trace_033,2
1420,184,187,4,uncertain,set_a/task2/trace_033,2
1421,188,191,4,uncertain,set_a/task2/trace_033,2
1422,195,197,3,reject,set_a/task2/trace_033,2
1423,201,206,6,reject,set_a/task2/trace_033,2
1424,208,210,3,accept,set_a/task2/trace_033,2
1425,49,52,4,accept,set_a/task2/trace_034,2
1426,56,59,4,reject,set_a/task2/trace_034,2
1427,60,62,3,reject,set_a/task2/trace_034,2
1428,63,71,9,reject,set_a/task2/trace_034,2
1429,80,95,16,accept,set_a/task2/trace_034,2
1430,66,70,5,reject,set_a/task2/trace_035,2
1431,71,75,5,uncertain,set_a/task2/trace_035,2
1432,77,80,4,reject,set_a/task2/trace_035,2
1433,85,90,6,reject,set_a/task2/trace_035,2
1434,91,96,6,reject,set_a/task2/trace_035,2
1435,106,111,6,uncertain,set_a/task2/trace_035,2
1436,115,116,2,reject,set_a/task2/trace_035,2
1437,121,122,2,reject,set_a/task2/trace_035,2
1438,127,128,2,reject,set_a/task2/trace_035,2
1439,145,150,6,uncertain,set_a/task2/trace_035,2
1440,151,154,4,reject,set_a/task2/trace_035,2
1441,155,159,5,reject,set_a/task2/trace_035,2
1442,161,165,5,uncertain,set_a/task2/trace_035,2
1443,166,171,6,uncertain,set_a/task2/trace_035,2
1444,172,177,6,uncertain,set_a/task2/trace_035,2
1445,180,182,3,reject,set_a/task2/trace_035,2
1446,184,187,4,reject,set_a/task2/trace_035,2
1447,188,193,6,reject,set_a/task2/trace_035,2
1448,194,196,3,uncertain,set_a/task2/trace_035,2
1449,86,99,14,reject,set_a/task2/trace_036,2
1450,100,110,11,uncertain,set_a/task2/trace_036,2
1451,111,113,3,uncertain,set_a/task2/trace_036,2
1452,114,118,5,uncertain,set_a/task2/trace_036,2
1453,119,123,5,uncertain,set_a/task2/trace_036,2
1454,124,131,8,reject,set_a/task2/trace_036,2
1455,132,139,8,uncertain,set_a/task2/trace_036,2
1456,144,154,11,reject,set_a/task2/trace_036,2
1457,159,168,10,uncertain,set_a/task2/trace_036,2
1458,169,178,10,uncertain,set_a/task2/trace_036,2
1459,179,189,11,reject,set_a/task2/trace_036,2
1460,196,200,5,reject,set_a/task2/trace_036,2
1461,202,203,2,uncertain,set_a/task2/trace_036,2
1462,205,207,3,uncertain,set_a/task2/trace_036,2
1463,51,52,2,uncertain,set_a/task2/trace_037,2
1464,65,75,11,reject,set_a/task2/trace_037,2
1465,78,79,2,reject,set_a/task2/trace_037,2
1466,85,86,2,accept,set_a/task2/trace_037,2
1467,88,106,19,uncertain,set_a/task2/trace_037,2
1468,13,23,11,reject,set_a/task2/trace_038,2
1469,33,53,21,reject,set_a/task2/trace_038,2
1470,56,59,4,reject,set_a/task2/trace_038,2
1471,60,65,6,reject,set_a/task2/trace_038,2
1472,70,71,2,reject,set_a/task2/trace_038,2
1473,72,87,16,reject,set_a/task2/trace_038,2
1474,103,105,3,reject,set_a/task2/trace_038,2
1475,107,108,2,uncertain,set_a/task2/trace_038,2
1476,116,118,3,reject,set_a/task2/trace_038,2
1477,123,125,3,accept,set_a/task2/trace_038,2
1478,133,134,2,reject,set_a/task2/trace_038,2
1479,135,138,4,uncertain,set_a/task2/trace_038,2
1480,149,152,4,reject,set_a/task2/trace_038,2
1481,155,158,4,uncertain,set_a/task2/trace_038,2
1482,159,161,3,accept,set_a/task2/trace_038,2
1483,167,170,4,accept,set_a/task2/trace_038,2
1484,40,49,10,reject,set_a/task2/trace_039,2
1485,69,74,6,reject,set_a/task2/trace_039,2
1486,91,92,2,reject,set_a/task2/trace_039,2
1487,93,94,2,reject,set_a/task2/trace_039,2
1488,95,99,5,reject,set_a/task2/trace_039,2
1489,100,104,5,reject,set_a/task2/trace_039,2
1490,105,109,5,reject,set_a/task2/trace_039,2
1491,111,116,6,uncertain,set_a/task2/trace_039,2
1492,117,118,2,reject,set_a/task2/trace_039,2
1493,120,124,5,reject,set_a/task2/trace_039,2
1494,127,132,6,uncertain,set_a/task2/trace_039,2
1495,133,147,15,reject,set_a/task2/trace_039,2
1496,155,156,2,reject,set_a/task2/trace_039,2
1497,157,161,5,reject,set_a/task2/trace_039,2
1498,169,170,2,accept,set_a/task2/trace_039,2
1499,175,176,2,reject,set_a/task2/trace_039,2
1500,178,180,3,reject,set_a/task2/trace_039,2
1501,188,192,5,reject,set_a/task2/trace_039,2
1502,194,196,3,reject,set_a/task2/trace_039,2
1503,197,198,2,reject,set_a/task2/trace_039,2
1504,204,207,4,reject,set_a/task2/trace_039,2
1505,212,213,2,uncertain,set_a/task2/trace_039,2
1506,214,218,5,reject,set_a/task2/trace_039,2
1507,219,233,15,uncertain,set_a/task2/trace_039,2
1508,234,241,8,reject,set_a/task2/trace_039,2
1509,38,42,5,uncertain,set_a/task2/trace_040,2
1510,47,52,6,uncertain,set_a/task2/trace_040,2
1511,66,79,14,reject,set_a/task2/trace_040,2
1512,82,94,13,reject,set_a/task2/trace_040,2
1513,117,118,2,reject,set_a/task2/trace_040,2
1514,119,122,4,reject,set_a/task2/trace_040,2
1515,123,141,19,reject,set_a/task2/trace_040,2
1516,142,155,14,reject,set_a/task2/trace_040,2
1517,156,169,14,reject,set_a/task2/trace_040,2
1518,170,171,2,reject,set_a/task2/trace_040,2
1519,254,264,11,reject,set_a/task2/trace_040,2
1520,265,271,7,reject,set_a/task2/trace_040,2
1521,272,283,12,reject,set_a/task2/trace_040,2
1522,299,306,8,reject,set_a/task2/trace_040,2
1523,307,308,2,reject,set_a/task2/trace_040,2
1524,38,39,2,reject,set_a/task3/trace_001,3
1525,40,44,5,uncertain,set_a/task3/trace_001,3
1526,47,52,6,reject,set_a/task3/trace_001,3
1527,60,67,8,reject,set_a/task3/trace_001,3
1528,79,82,4,reject,set_a/task3/trace_001,3
1529,88,102,15,reject,set_a/task3/trace_001,3
1530,105,112,8,reject,set_a/task3/trace_001,3
1531,113,121,9,reject,set_a/task3/trace_001,3
1532,123,126,4,reject,set_a/task3/trace_001,3
1533,132,144,13,uncertain,set_a/task3/trace_001,3
1534,145,152,8,uncertain,set_a/task3/trace_001,3
1535,157,158,2,reject,set_a/task3/trace_001,3
1536,159,165,7,uncertain,set_a/task3/trace_001,3
1537,170,172,3,uncertain,set_a/task3/trace_001,3
1538,173,181,9,reject,set_a/task3/trace_001,3
1539,182,184,3,reject,set_a/task3/trace_001,3
1540,188,189,2,reject,set_a/task3/trace_001,3
1541,190,196,7,reject,set_a/task3/trace_001,3
1542,197,200,4,reject,set_a/task3/trace_001,3
1543,201,204,4,reject,set_a/task3/trace_001,3
1544,205,210,6,reject,set_a/task3/trace_001,3
1545,211,219,9,reject,set_a/task3/trace_001,3
1546,231,239,9,reject,set_a/task3/trace_001,3
1547,241,253,13,uncertain,set_a/task3/trace_001,3
1548,261,264,4,reject,set_a/task3/trace_001,3
1549,275,276,2,reject,set_a/task3/trace_001,3
1550,278,285,8,reject,set_a/task3/trace_001,3
1551,286,294,9,reject,set_a/task3/trace_001,3
1552,296,297,2,uncertain,set_a/task3/trace_001,3
1553,14,27,14,reject,set_a/task3/trace_002,3
1554,82,87,6,reject,set_a/task3/trace_002,3
1555,97,101,5,reject,set_a/task3/trace_002,3
1556,123,133,11,reject,set_a/task3/trace_002,3
1557,134,143,10,reject,set_a/task3/trace_002,3
1558,144,151,8,reject,set_a/task3/trace_002,3
1559,156,164,9,reject,set_a/task3/trace_002,3
1560,170,178,9,reject,set_a/task3/trace_002,3
1561,187,195,9,reject,set_a/task3/trace_002,3
1562,201,205,5,reject,set_a/task3/trace_002,3
1563,206,215,10,reject,set_a/task3/trace_002,3
1564,224,226,3,reject,set_a/task3/trace_002,3
1565,227,231,5,reject,set_a/task3/trace_002,3
1566,232,237,6,reject,set_a/task3/trace_002,3
1567,243,247,5,reject,set_a/task3/trace_002,3
1568,266,267,2,reject,set_a/task3/trace_002,3
1569,268,275,8,reject,set_a/task3/trace_002,3
1570,276,281,6,reject,set_a/task3/trace_002,3
1571,282,287,6,reject,set_a/task3/trace_002,3
1572,288,292,5,reject,set_a/task3/trace_002,3
1573,293,295,3,uncertain,set_a/task3/trace_002,3
1574,296,298,3,reject,set_a/task3/trace_002,3
1575,299,304,6,reject,set_a/task3/trace_002,3
1576,307,308,2,reject,set_a/task3/trace_002,3
1577,309,312,4,reject,set_a/task3/trace_002,3
1578,313,315,3,reject,set_a/task3/trace_002,3
1579,316,318,3,reject,set_a/task3/trace_002,3
1580,323,326,4,reject,set_a/task3/trace_002,3
1581,327,330,4,reject,set_a/task3/trace_002,3
1582,23,25,3,reject,set_a/task3/trace_003,3
1583,42,45,4,reject,set_a/task3/trace_003,3
1584,46,60,15,reject,set_a/task3/trace_003,3
1585,65,71,7,reject,set_a/task3/trace_003,3
1586,74,82,9,accept,set_a/task3/trace_003,3
1587,94,109,16,reject,set_a/task3/trace_003,3
1588,110,118,9,accept,set_a/task3/trace_003,3
1589,121,129,9,reject,set_a/task3/trace_003,3
1590,141,144,4,uncertain,set_a/task3/trace_003,3
1591,147,157,11,accept,set_a/task3/trace_003,3
1592,159,172,14,reject,set_a/task3/trace_003,3
1593,173,178,6,reject,set_a/task3/trace_003,3
1594,188,194,7,reject,set_a/task3/trace_003,3
1595,195,196,2,reject,set_a/task3/trace_003,3
1596,198,211,14,accept,set_a/task3/trace_003,3
1597,213,233,21,reject,set_a/task3/trace_003,3
1598,263,277,15,reject,set_a/task3/trace_003,3
1599,291,292,2,reject,set_a/task3/trace_003,3
1600,294,297,4,reject,set_a/task3/trace_003,3
1601,298,300,3,reject,set_a/task3/trace_003,3
1602,65,72,8,reject,set_a/task3/trace_004,3
1603,88,94,7,uncertain,set_a/task3/trace_004,3
1604,114,121,8,reject,set_a/task3/trace_004,3
1605,135,140,6,reject,set_a/task3/trace_004,3
1606,144,145,2,reject,set_a/task3/trace_004,3
1607,157,158,2,uncertain,set_a/task3/trace_004,3
1608,159,166,8,reject,set_a/task3/trace_004,3
1609,193,194,2,uncertain,set_a/task3/trace_004,3
1610,201,202,2,reject,set_a/task3/trace_004,3
1611,208,209,2,reject,set_a/task3/trace_004,3
1612,210,211,2,uncertain,set_a/task3/trace_004,3
1613,212,214,3,reject,set_a/task3/trace_004,3
1614,229,230,2,uncertain,set_a/task3/trace_004,3
1615,29,31,3,reject,set_a/task3/trace_005,3
1616,38,42,5,reject,set_a/task3/trace_005,3
1617,43,46,4,reject,set_a/task3/trace_005,3
1618,80,89,10,reject,set_a/task3/trace_005,3
1619,115,124,10,reject,set_a/task3/trace_005,3
1620,125,128,4,reject,set_a/task3/trace_005,3
1621,130,132,3,reject,set_a/task3/trace_005,3
1622,134,145,12,uncertain,set_a/task3/trace_005,3
1623,146,149,4,reject,set_a/task3/trace_005,3
1624,165,168,4,reject,set_a/task3/trace_005,3
1625,169,171,3,reject,set_a/task3/trace_005,3
1626,173,177,5,uncertain,set_a/task3/trace_005,3
1627,178,180,3,reject,set_a/task3/trace_005,3
1628,182,191,10,uncertain,set_a/task3/trace_005,3
1629,192,195,4,reject,set_a/task3/trace_005,3
1630,196,200,5,reject,set_a/task3/trace_005,3
1631,206,208,3,uncertain,set_a/task3/trace_005,3
1632,209,217,9,reject,set_a/task3/trace_005,3
1633,218,220,3,reject,set_a/task3/trace_005,3
1634,221,224,4,reject,set_a/task3/trace_005,3
1635,225,228,4,reject,set_a/task3/trace_005,3
1636,230,233,4,reject,set_a/task3/trace_005,3
1637,234,241,8,reject,set_a/task3/trace_005,3
1638,6,20,15,reject,set_a/task3/trace_006,3
1639,38,42,5,uncertain,set_a/task3/trace_006,3
1640,44,47,4,reject,set_a/task3/trace_006,3
1641,48,51,4,reject,set_a/task3/trace_006,3
1642,64,67,4,uncertain,set_a/task3/trace_006,3
1643,69,83,15,reject,set_a/task3/trace_006,3
1644,84,86,3,reject,set_a/task3/trace_006,3
1645,112,113,2,accept,set_a/task3/trace_006,3
1646,86,93,8,uncertain,set_a/task3/trace_007,3
1647,99,102,4,reject,set_a/task3/trace_007,3
1648,103,110,8,uncertain,set_a/task3/trace_007,3
1649,114,119,6,reject,set_a/task3/trace_007,3
1650,179,181,3,reject,set_a/task3/trace_007,3
1651,184,203,20,uncertain,set_a/task3/trace_007,3
1652,238,241,4,reject,set_a/task3/trace_007,3
1653,242,244,3,reject,set_a/task3/trace_007,3
1654,245,252,8,reject,set_a/task3/trace_007,3
1655,268,270,3,reject,set_a/task3/trace_007,3
1656,10,26,17,reject,set_a/task3/trace_008,3
1657,32,34,3,uncertain,set_a/task3/trace_008,3
1658,36,39,4,reject,set_a/task3/trace_008,3
1659,40,46,7,reject,set_a/task3/trace_008,3
1660,51,57,7,uncertain,set_a/task3/trace_008,3
1661,58,60,3,uncertain,set_a/task3/trace_008,3
1662,66,70,5,uncertain,set_a/task3/trace_008,3
1663,71,79,9,uncertain,set_a/task3/trace_008,3
1664,82,87,6,uncertain,set_a/task3/trace_008,3
1665,88,91,4,uncertain,set_a/task3/trace_008,3
1666,95,97,3,reject,set_a/task3/trace_008,3
1667,103,108,6,uncertain,set_a/task3/trace_008,3
1668,131,133,3,uncertain,set_a/task3/trace_008,3
1669,134,136,3,uncertain,set_a/task3/trace_008,3
1670,155,160,6,reject,set_a/task3/trace_008,3
1671,161,163,3,uncertain,set_a/task3/trace_008,3
1672,164,166,3,uncertain,set_a/task3/trace_008,3
1673,183,198,16,reject,set_a/task3/trace_008,3
1674,205,207,3,reject,set_a/task3/trace_008,3
1675,208,212,5,uncertain,set_a/task3/trace_008,3
1676,213,215,3,uncertain,set_a/task3/trace_008,3
1677,226,232,7,uncertain,set_a/task3/trace_008,3
1678,247,251,5,uncertain,set_a/task3/trace_008,3
1679,252,259,8,reject,set_a/task3/trace_008,3
1680,262,268,7,uncertain,set_a/task3/trace_008,3
1681,269,274,6,uncertain,set_a/task3/trace_008,3
1682,275,280,6,reject,set_a/task3/trace_008,3
1683,281,286,6,uncertain,set_a/task3/trace_008,3
1684,287,291,5,uncertain,set_a/task3/trace_008,3
1685,292,298,7,reject,set_a/task3/trace_008,3
1686,303,305,3,uncertain,set_a/task3/trace_008,3
1687,310,313,4,uncertain,set_a/task3/trace_008,3
1688,316,318,3,reject,set_a/task3/trace_008,3
1689,319,322,4,uncertain,set_a/task3/trace_008,3
1690,323,327,5,uncertain,set_a/task3/trace_008,3
1691,17,24,8,uncertain,set_a/task3/trace_009,3
1692,25,36,12,reject,set_a/task3/trace_009,3
1693,38,42,5,uncertain,set_a/task3/trace_009,3
1694,56,59,4,uncertain,set_a/task3/trace_009,3
1695,65,72,8,uncertain,set_a/task3/trace_009,3
1696,74,77,4,reject,set_a/task3/trace_009,3
1697,78,81,4,reject,set_a/task3/trace_009,3
1698,103,108,6,reject,set_a/task3/trace_009,3
1699,109,112,4,reject,set_a/task3/trace_009,3
1700,113,115,3,reject,set_a/task3/trace_009,3
1701,54,55,2,reject,set_a/task3/trace_010,3
1702,58,60,3,reject,set_a/task3/trace_010,3
1703,72,79,8,uncertain,set_a/task3/trace_010,3
1704,86,99,14,reject,set_a/task3/trace_010,3
1705,100,107,8,reject,set_a/task3/trace_010,3
1706,109,118,10,reject,set_a/task3/trace_010,3
1707,133,136,4,reject,set_a/task3/trace_010,3
1708,157,164,8,reject,set_a/task3/trace_010,3
1709,166,167,2,uncertain,set_a/task3/trace_010,3
1710,171,175,5,reject,set_a/task3/trace_010,3
1711,184,188,5,reject,set_a/task3/trace_010,3
1712,193,195,3,reject,set_a/task3/trace_010,3
1713,196,199,4,reject,set_a/task3/trace_010,3
1714,213,216,4,reject,set_a/task3/trace_010,3
1715,217,221,5,reject,set_a/task3/trace_010,3
1716,226,229,4,reject,set_a/task3/trace_010,3
1717,231,239,9,reject,set_a/task3/trace_010,3
1718,240,244,5,accept,set_a/task3/trace_010,3
1719,253,255,3,uncertain,set_a/task3/trace_010,3
1720,79,82,4,reject,set_a/task3/trace_011,3
1721,108,112,5,reject,set_a/task3/trace_011,3
1722,114,119,6,reject,set_a/task3/trace_011,3
1723,120,121,2,reject,set_a/task3/trace_011,3
1724,122,123,2,uncertain,set_a/task3/trace_011,3
1725,132,134,3,reject,set_a/task3/trace_011,3
1726,135,142,8,uncertain,set_a/task3/trace_011,3
1727,153,154,2,reject,set_a/task3/trace_011,3
1728,155,156,2,reject,set_a/task3/trace_011,3
1729,157,172,16,reject,set_a/task3/trace_011,3
1730,174,190,17,uncertain,set_a/task3/trace_011,3
1731,191,192,2,reject,set_a/task3/trace_011,3
1732,193,200,8,uncertain,set_a/task3/trace_011,3
1733,204,208,5,reject,set_a/task3/trace_011,3
1734,210,223,14,reject,set_a/task3/trace_011,3
1735,224,231,8,reject,set_a/task3/trace_011,3
1736,235,243,9,uncertain,set_a/task3/trace_011,3
1737,244,251,8,reject,set_a/task3/trace_011,3
1738,252,260,9,reject,set_a/task3/trace_011,3
1739,37,40,4,reject,set_a/task3/trace_012,3
1740,57,59,3,accept,set_a/task3/trace_012,3
1741,69,76,8,reject,set_a/task3/trace_012,3
1742,79,82,4,reject,set_a/task3/trace_012,3
1743,90,91,2,reject,set_a/task3/trace_012,3
1744,100,109,10,reject,set_a/task3/trace_012,3
1745,130,134,5,uncertain,set_a/task3/trace_012,3
1746,139,142,4,reject,set_a/task3/trace_012,3
1747,161,164,4,reject,set_a/task3/trace_012,3
1748,180,181,2,uncertain,set_a/task3/trace_012,3
1749,184,191,8,reject,set_a/task3/trace_012,3
1750,210,215,6,reject,set_a/task3/trace_012,3
1751,217,222,6,reject,set_a/task3/trace_012,3
1752,224,227,4,reject,set_a/task3/trace_012,3
1753,237,240,4,reject,set_a/task3/trace_012,3
1754,62,64,3,reject,set_a/task3/trace_013,3
1755,73,75,3,reject,set_a/task3/trace_013,3
1756,77,80,4,reject,set_a/task3/trace_013,3
1757,84,87,4,reject,set_a/task3/trace_013,3
1758,93,95,3,reject,set_a/task3/trace_013,3
1759,99,103,5,reject,set_a/task3/trace_013,3
1760,109,113,5,reject,set_a/task3/trace_013,3
1761,123,127,5,reject,set_a/task3/trace_013,3
1762,134,136,3,reject,set_a/task3/trace_013,3
1763,137,140,4,reject,set_a/task3/trace_013,3
1764,141,145,5,reject,set_a/task3/trace_013,3
1765,146,150,5,reject,set_a/task3/trace_013,3
1766,155,156,2,reject,set_a/task3/trace_013,3
1767,157,159,3,reject,set_a/task3/trace_013,3
1768,164,168,5,reject,set_a/task3/trace_013,3
1769,179,183,5,uncertain,set_a/task3/trace_013,3
1770,187,191,5,reject,set_a/task3/trace_013,3
1771,192,196,5,accept,set_a/task3/trace_013,3
1772,200,202,3,uncertain,set_a/task3/trace_013,3
1773,211,213,3,reject,set_a/task3/trace_013,3
1774,214,217,4,reject,set_a/task3/trace_013,3
1775,219,221,3,reject,set_a/task3/trace_013,3
1776,224,226,3,reject,set_a/task3/trace_013,3
1777,230,232,3,reject,set_a/task3/trace_013,3
1778,233,235,3,accept,set_a/task3/trace_013,3
1779,17,20,4,uncertain,set_a/task3/trace_014,3
1780,26,29,4,uncertain,set_a/task3/trace_014,3
1781,34,36,3,uncertain,set_a/task3/trace_014,3
1782,38,41,4,accept,set_a/task3/trace_014,3
1783,96,99,4,reject,set_a/task3/trace_014,3
1784,102,109,8,uncertain,set_a/task3/trace_014,3
1785,110,116,7,accept,set_a/task3/trace_014,3
1786,125,135,11,reject,set_a/task3/trace_014,3
1787,137,142,6,reject,set_a/task3/trace_014,3
1788,143,156,14,reject,set_a/task3/trace_014,3
1789,159,169,11,reject,set_a/task3/trace_014,3
1790,173,177,5,reject,set_a/task3/trace_014,3
1791,183,187,5,reject,set_a/task3/trace_014,3
1792,188,192,5,reject,set_a/task3/trace_014,3
1793,193,197,5,reject,set_a/task3/trace_014,3
1794,198,205,8,uncertain,set_a/task3/trace_014,3
1795,206,215,10,reject,set_a/task3/trace_014,3
1796,216,220,5,uncertain,set_a/task3/trace_014,3
1797,221,228,8,reject,set_a/task3/trace_014,3
1798,229,237,9,reject,set_a/task3/trace_014,3
1799,238,242,5,reject,set_a/task3/trace_014,3
1800,244,254,11,reject,set_a/task3/trace_014,3
1801,256,258,3,uncertain,set_a/task3/trace_014,3
1802,259,263,5,uncertain,set_a/task3/trace_014,3
1803,264,267,4,reject,set_a/task3/trace_014,3
1804,268,272,5,uncertain,set_a/task3/trace_014,3
1805,273,275,3,reject,set_a/task3/trace_014,3
1806,276,279,4,reject,set_a/task3/trace_014,3
1807,284,291,8,reject,set_a/task3/trace_014,3
